UID,Authors,PubDate(Year),PubDate(Month),Title,Summary
17552923,"Jordan KW, Cheng LL","2007","Jun","NMR-based metabolomics approach to target biomarkers for human prostate cancer.","Jordan KW, Cheng LL.NMR-based metabolomics approach to target biomarkers for human prostate cancer. Expert Rev Proteomics. 2007 Jun; 4(3):389-400." 
17558745,"Malyankar UM","2007","May-Aug","Tumor-associated antigens and biomarkers in cancer and immune therapy.","Malyankar UM.Tumor-associated antigens and biomarkers in cancer and immune therapy. Int Rev Immunol. 2007 May-Aug; 26(3-4):223-47." 
17561179,"Rios-Estepa R, Lange BM","2007","Aug-Sep","Experimental and mathematical approaches to modeling plant metabolic networks.","Rios-Estepa R, Lange BM.Experimental and mathematical approaches to modeling plant metabolic networks. Phytochemistry. 2007 Aug-Sep; 68(16-18):2351-74." 
17562551,"Hui JP, Yang J, Thorson JS, Soo EC","2007","Jul","Selective detection of sugar phosphates by capillary electrophoresis/mass spectrometry and its application to an engineered E. coli host.","Hui JP, Yang J, Thorson JS, Soo EC.Selective detection of sugar phosphates by capillary electrophoresis/mass spectrometry and its application to an engineered E. coli host. Chembiochem. 2007 Jul 9; 8(10):1180-8." 
17563350,"Samuel BS, Hansen EE, Manchester JK, Coutinho PM, Henrissat B, Fulton R, Latreille P, Kim K, Wilson RK, Gordon JI","2007","Jun","Genomic and metabolic adaptations of Methanobrevibacter smithii to the human gut.","Samuel BS, Hansen EE, Manchester JK, Coutinho PM, Henrissat B, Fulton R, Latreille P, Kim K, Wilson RK, Gordon JI.Genomic and metabolic adaptations of Methanobrevibacter smithii to the human gut. Proc Natl Acad Sci U S A. 2007 Jun 19; 104(25):10643-8." 
17563368,"Udwary DW, Zeigler L, Asolkar RN, Singan V, Lapidus A, Fenical W, Jensen PR, Moore BS","2007","Jun","Genome sequencing reveals complex secondary metabolome in the marine actinomycete Salinispora tropica.","Udwary DW, Zeigler L, Asolkar RN, Singan V, Lapidus A, Fenical W, Jensen PR, Moore BS.Genome sequencing reveals complex secondary metabolome in the marine actinomycete Salinispora tropica. Proc Natl Acad Sci U S A. 2007 Jun 19; 104(25):10376-81." 
17575031,"Podrabsky JE, Lopez JP, Fan TW, Higashi R, Somero GN","2007","Jul","Extreme anoxia tolerance in embryos of the annual killifish Austrofundulus limnaeus: insights from a metabolomics analysis.","Podrabsky JE, Lopez JP, Fan TW, Higashi R, Somero GN.Extreme anoxia tolerance in embryos of the annual killifish Austrofundulus limnaeus: insights from a metabolomics analysis. J Exp Biol. 2007 Jul; 210(Pt 13):2253-66." 
17575202,"Walzem RL, Baillie RA, Wiest M, Davis R, Watkins SM, Porter TE, Simon J, Cogburn LA","2007","Jul","Functional annotation of genomic data with metabolic inference.","Walzem RL, Baillie RA, Wiest M, Davis R, Watkins SM, Porter TE, Simon J, Cogburn LA.Functional annotation of genomic data with metabolic inference. Poult Sci. 2007 Jul; 86(7):1510-22." 
17576017,"Teixeira MC, Duque P, Sá-Correia I","2007","Aug","Environmental genomics: mechanistic insights into toxicity of and resistance to the herbicide 2,4-D.","Teixeira MC, Duque P, Sá-Correia I.Environmental genomics: mechanistic insights into toxicity of and resistance to the herbicide 2,4-D. Trends Biotechnol. 2007 Aug; 25(8):363-70." 
17576567,"Michaud MR, Denlinger DL","2007","Oct","Shifts in the carbohydrate, polyol, and amino acid pools during rapid cold-hardening and diapause-associated cold-hardening in flesh flies (Sarcophaga crassipalpis): a metabolomic comparison.","Michaud MR, Denlinger DL.Shifts in the carbohydrate, polyol, and amino acid pools during rapid cold-hardening and diapause-associated cold-hardening in flesh flies (Sarcophaga crassipalpis): a metabolomic comparison. J Comp Physiol B. 2007 Oct; 177(7):753-63." 
17577886,"Chung JH, Park YS, Kim J, Shin GW, Nam MH, Oh MK, Kim CW, Jung GY, Hyun Park J","2007","Jul","Parallel analysis of antimicrobial activities in microbial community by SSCP based on CE.","Chung JH, Park YS, Kim J, Shin GW, Nam MH, Oh MK, Kim CW, Jung GY, Hyun Park J.Parallel analysis of antimicrobial activities in microbial community by SSCP based on CE. Electrophoresis. 2007 Jul; 28(14):2416-23." 
17578088,"Eichelmann CG","2006","Apr-Jun","[Cellular response to stress].","Eichelmann CG.[Cellular response to stress]. Rev Latinoam Microbiol. 2006 Apr-Jun; 48(2):162-72." 
17580122,"Hennig L","2007","Jul","Patterns of beauty--omics meets plant development.","Hennig L.Patterns of beauty--omics meets plant development. Trends Plant Sci. 2007 Jul; 12(7):287-93." 
17585867,"Börner J, Buchinger S, Schomburg D","2007","Aug","A high-throughput method for microbial metabolome analysis using gas chromatography/mass spectrometry.","Börner J, Buchinger S, Schomburg D.A high-throughput method for microbial metabolome analysis using gas chromatography/mass spectrometry. Anal Biochem. 2007 Aug 15; 367(2):143-51." 
17587460,"Hummel J, Niemann M, Wienkoop S, Schulze W, Steinhauser D, Selbig J, Walther D, Weckwerth W","2007","Jun","ProMEX: a mass spectral reference database for proteins and protein phosphorylation sites.","Hummel J, Niemann M, Wienkoop S, Schulze W, Steinhauser D, Selbig J, Walther D, Weckwerth W.ProMEX: a mass spectral reference database for proteins and protein phosphorylation sites. BMC Bioinformatics. 2007 Jun 23; 8:216." 
17588752,"Lee IK, Jang YW, Yu SH, Yun BS","2007","Sep","New triterpene glucosides, oligoporins A-C, from Oligoporus tephroleucus protect DNA from Fenton reaction.","Lee IK, Jang YW, Yu SH, Yun BS.New triterpene glucosides, oligoporins A-C, from Oligoporus tephroleucus protect DNA from Fenton reaction. Bioorg Med Chem Lett. 2007 Sep 1; 17(17):4906-9." 
17593704,"Morgan AJ, Kille P, Stürzenbaum SR","2007","Feb","Microevolution and ecotoxicology of metals in invertebrates.","Morgan AJ, Kille P, Stürzenbaum SR.Microevolution and ecotoxicology of metals in invertebrates. Environ Sci Technol. 2007 Feb 15; 41(4):1085-96." 
17594239,"Thysell E, Pohjanen E, Lindberg J, Schuppe-Koistinen I, Moritz T, Jonsson P, Antti H","2007","Summer","Reliable profile detection in comparative metabolomics.","Thysell E, Pohjanen E, Lindberg J, Schuppe-Koistinen I, Moritz T, Jonsson P, Antti H.Reliable profile detection in comparative metabolomics. OMICS. 2007 Summer; 11(2):209-24." 
17599724,"Roth E","2007","Oct","Immune and cell modulation by amino acids.","Roth E.Immune and cell modulation by amino acids. Clin Nutr. 2007 Oct; 26(5):535-44." 
17600384,"Williams J, Wood J, Pandarinathan L, Karanian DA, Bahr BA, Vouros P, Makriyannis A","2007","Aug","Quantitative method for the profiling of the endocannabinoid metabolome by LC-atmospheric pressure chemical ionization-MS.","Williams J, Wood J, Pandarinathan L, Karanian DA, Bahr BA, Vouros P, Makriyannis A.Quantitative method for the profiling of the endocannabinoid metabolome by LC-atmospheric pressure chemical ionization-MS. Anal Chem. 2007 Aug 1; 79(15):5582-93." 
17601779,"King MR, Vimr RP, Steenbergen SM, Spanjaard L, Plunkett G 3rd, Blattner FR, Vimr ER","2007","Sep","Escherichia coli K1-specific bacteriophage CUS-3 distribution and function in phase-variable capsular polysialic acid O acetylation.","King MR, Vimr RP, Steenbergen SM, Spanjaard L, Plunkett G 3rd, Blattner FR, Vimr ER.Escherichia coli K1-specific bacteriophage CUS-3 distribution and function in phase-variable capsular polysialic acid O acetylation. J Bacteriol. 2007 Sep; 189(17):6447-56." 
17602669,"Xu Y, Gong F, Dixon SJ, Brereton RG, Soini HA, Novotny MV, Oberzaucher E, Grammer K, Penn DJ","2007","Aug","Application of dissimilarity indices, principal coordinates analysis, and rank tests to peak tables in metabolomics of the gas chromatography/mass spectrometry of human sweat.","Xu Y, Gong F, Dixon SJ, Brereton RG, Soini HA, Novotny MV, Oberzaucher E, Grammer K, Penn DJ.Application of dissimilarity indices, principal coordinates analysis, and rank tests to peak tables in metabolomics of the gas chromatography/mass spectrometry of human sweat. Anal Chem. 2007 Aug 1; 79(15):5633-41." 
17605789,"Parsons HM, Ludwig C, Günther UL, Viant MR","2007","Jul","Improved classification accuracy in 1- and 2-dimensional NMR metabolomics data using the variance stabilising generalised logarithm transformation.","Parsons HM, Ludwig C, Günther UL, Viant MR.Improved classification accuracy in 1- and 2-dimensional NMR metabolomics data using the variance stabilising generalised logarithm transformation. BMC Bioinformatics. 2007 Jul 2; 8:234." 
17610240,"Weaver PJ, Laures AM, Wolff JC","2007","","Investigation of the advanced functionalities of a hybrid quadrupole orthogonal acceleration time-of-flight mass spectrometer.","Weaver PJ, Laures AM, Wolff JC.Investigation of the advanced functionalities of a hybrid quadrupole orthogonal acceleration time-of-flight mass spectrometer. Rapid Commun Mass Spectrom. 2007; 21(15):2415-21." 
17611627,"Lutz NW, Viola A, Malikova I, Confort-Gouny S, Audoin B, Ranjeva JP, Pelletier J, Cozzone PJ","2007","Jul","Inflammatory multiple-sclerosis plaques generate characteristic metabolic profiles in cerebrospinal fluid.","Lutz NW, Viola A, Malikova I, Confort-Gouny S, Audoin B, Ranjeva JP, Pelletier J, Cozzone PJ.Inflammatory multiple-sclerosis plaques generate characteristic metabolic profiles in cerebrospinal fluid. PLoS One. 2007 Jul 4; 2(7):e595." 
17614222,"van Ravenzwaay B, Cunha GC, Leibold E, Looser R, Mellert W, Prokoudine A, Walk T, Wiemer J","2007","Jul","The use of metabolomics for the discovery of new biomarkers of effect.","van Ravenzwaay B, Cunha GC, Leibold E, Looser R, Mellert W, Prokoudine A, Walk T, Wiemer J.The use of metabolomics for the discovery of new biomarkers of effect. Toxicol Lett. 2007 Jul 30; 172(1-2):21-8." 
17614335,"Kresnowati MT, van Winden WA, van Gulik WM, Heijnen JJ","2008","Feb","Dynamic in vivo metabolome response of Saccharomyces cerevisiae to a stepwise perturbation of the ATP requirement for benzoate export.","Kresnowati MT, van Winden WA, van Gulik WM, Heijnen JJ.Dynamic in vivo metabolome response of Saccharomyces cerevisiae to a stepwise perturbation of the ATP requirement for benzoate export. Biotechnol Bioeng. 2008 Feb 1; 99(2):421-41." 
17617817,"Tcherkez G, Ghashghaie J, Griffiths H","2007","Aug","Methods for improving the visualization and deconvolution of isotopic signals.","Tcherkez G, Ghashghaie J, Griffiths H.Methods for improving the visualization and deconvolution of isotopic signals. Plant Cell Environ. 2007 Aug; 30(8):887-91." 
17619052,"Martin FL","2007","Oct","Complex mixtures that may contain mutagenic and/or genotoxic components: a need to assess in vivo target-site effect(s) associated with in vitro-positive(s).","Martin FL.Complex mixtures that may contain mutagenic and/or genotoxic components: a need to assess in vivo target-site effect(s) associated with in vitro-positive(s). Chemosphere. 2007 Oct; 69(6):841-8." 
17620044,"Deepinder F, Chowdary HT, Agarwal A","2007","Jul","Role of metabolomic analysis of biomarkers in the management of male infertility.","Deepinder F, Chowdary HT, Agarwal A.Role of metabolomic analysis of biomarkers in the management of male infertility. Expert Rev Mol Diagn. 2007 Jul; 7(4):351-8." 
17624889,"Khatib A, Wilson EG, Kim HK, Supardi M, Choi YH, Verpoorte R","2007","Sep-Oct","NMR assignment of iso-alpha-acids from isomerised extracts of Humulus lupulus L. cones.","Khatib A, Wilson EG, Kim HK, Supardi M, Choi YH, Verpoorte R.NMR assignment of iso-alpha-acids from isomerised extracts of Humulus lupulus L. cones. Phytochem Anal. 2007 Sep-Oct; 18(5):371-7." 
17626065,"Wishart DS","2007","Sep","Current progress in computational metabolomics.","Wishart DS.Current progress in computational metabolomics. Brief Bioinform. 2007 Sep; 8(5):279-93." 
17630720,"Rabinowitz JD, Kimball E","2007","Aug","Acidic acetonitrile for cellular metabolome extraction from Escherichia coli.","Rabinowitz JD, Kimball E.Acidic acetonitrile for cellular metabolome extraction from Escherichia coli. Anal Chem. 2007 Aug 15; 79(16):6167-73." 
17631819,"Wu B, Yan SK, Shen ZY, Zhang WD","2007","Jul","[Metabonomic technique and prospect of its application in integrated traditional Chinese and Western medicine research].","Wu B, Yan SK, Shen ZY, Zhang WD.[Metabonomic technique and prospect of its application in integrated traditional Chinese and Western medicine research]. Zhong Xi Yi Jie He Xue Bao. 2007 Jul; 5(4):475-80." 
17634593,"Kristal BS, Shurubor YI, Kaddurah-Daouk R, Matson WR","2007","","Metabolomics in the study of aging and caloric restriction.","Kristal BS, Shurubor YI, Kaddurah-Daouk R, Matson WR.Metabolomics in the study of aging and caloric restriction. Methods Mol Biol. 2007; 371:393-409." 
17636880,"Lee SH, Woo HM, Jung BH, Lee J, Kwon OS, Pyo HS, Choi MH, Chung BC","2007","Aug","Metabolomic approach to evaluate the toxicological effects of nonylphenol with rat urine.","Lee SH, Woo HM, Jung BH, Lee J, Kwon OS, Pyo HS, Choi MH, Chung BC.Metabolomic approach to evaluate the toxicological effects of nonylphenol with rat urine. Anal Chem. 2007 Aug 15; 79(16):6102-10." 
17638371,"t'Kindt R, Alaerts G, Vander Heyden Y, Deforce D, Van Bocxlaer J","2007","Aug","Broad-spectrum separations in metabolomics using enhanced polar LC stationary phases: a dedicated evaluation using plant metabolites.","t'Kindt R, Alaerts G, Vander Heyden Y, Deforce D, Van Bocxlaer J.Broad-spectrum separations in metabolomics using enhanced polar LC stationary phases: a dedicated evaluation using plant metabolites. J Sep Sci. 2007 Aug; 30(13):2002-11." 
17638516,"Ryals J, Lawton K, Stevens D, Milburn M","2007","Jul","Metabolon, Inc.","Ryals J, Lawton K, Stevens D, Milburn M.Metabolon, Inc. Pharmacogenomics. 2007 Jul; 8(7):863-6." 
17643383,"Villas-Bôas SG, Bruheim P","2007","Nov","Cold glycerol-saline: the promising quenching solution for accurate intracellular metabolite analysis of microbial cells.","Villas-Bôas SG, Bruheim P.Cold glycerol-saline: the promising quenching solution for accurate intracellular metabolite analysis of microbial cells. Anal Biochem. 2007 Nov 1; 370(1):87-97." 
17646207,"Tcherkez G, Hodges M","2008","","How stable isotopes may help to elucidate primary nitrogen metabolism and its interaction with (photo)respiration in C3 leaves.","Tcherkez G, Hodges M.How stable isotopes may help to elucidate primary nitrogen metabolism and its interaction with (photo)respiration in C3 leaves. J Exp Bot. 2008; 59(7):1685-93." 
17646875,"Mohler RE, Dombek KM, Hoggard JC, Pierce KM, Young ET, Synovec RE","2007","Aug","Comprehensive analysis of yeast metabolite GC x GC-TOFMS data: combining discovery-mode and deconvolution chemometric software.","Mohler RE, Dombek KM, Hoggard JC, Pierce KM, Young ET, Synovec RE.Comprehensive analysis of yeast metabolite GC x GC-TOFMS data: combining discovery-mode and deconvolution chemometric software. Analyst. 2007 Aug; 132(8):756-67." 
17650092,"Lutz NW, Confort-Gouny S, Casanova D, Andrac-Meyer L, Magalon G, Cozzone PJ","2007","Jul-Aug","Conditions of wound healing and cutaneous growth affect metabolic performance of skin following plastic surgery.","Lutz NW, Confort-Gouny S, Casanova D, Andrac-Meyer L, Magalon G, Cozzone PJ.Conditions of wound healing and cutaneous growth affect metabolic performance of skin following plastic surgery. Wound Repair Regen. 2007 Jul-Aug; 15(4):491-6." 
17655507,"Herebian D, Küpper U, Schomburg D, Marner FJ","2007","Aug","In vivo labeling with stable isotopes as a tool for the identification of unidentified peaks in the metabolome analysis of Corynebacterium glutamicum by GC/MS.","Herebian D, Küpper U, Schomburg D, Marner FJ.In vivo labeling with stable isotopes as a tool for the identification of unidentified peaks in the metabolome analysis of Corynebacterium glutamicum by GC/MS. Biol Chem. 2007 Aug; 388(8):865-71." 
17655819,"Hines A, Yeung WH, Craft J, Brown M, Kennedy J, Bignell J, Stentiford GD, Viant MR","2007","Oct","Comparison of histological, genetic, metabolomics, and lipid-based methods for sex determination in marine mussels.","Hines A, Yeung WH, Craft J, Brown M, Kennedy J, Bignell J, Stentiford GD, Viant MR.Comparison of histological, genetic, metabolomics, and lipid-based methods for sex determination in marine mussels. Anal Biochem. 2007 Oct 15; 369(2):175-86." 
17658443,"Stengel B, Antignac C, Baverel G, Choukroun G, Cussenot O, Dussaule JC, Friedlander G, Lang P, Lelièvre-Pégorier M, Massy Z, Monteiro R, Parini A, Soulillou JP, Baud L, Ronco P","2007","Jul","[Renal and urinary tract disease national research program].","Stengel B, Antignac C, Baverel G, Choukroun G, Cussenot O, Dussaule JC, Friedlander G, Lang P, Lelièvre-Pégorier M, Massy Z, Monteiro R, Parini A, Soulillou JP, Baud L, Ronco P.[Renal and urinary tract disease national research program]. Nephrol Ther. 2007 Jul; 3(4):157-62." 
17665173,"Sariyar-Akbulut B, Salman-Dilgimen A, Ceylan S, Perk S, Denizci AA, Kazan D","2008","Jan","Preliminary phenotypic characterization of newly isolated halophilic microorganisms by footprinting: a rapid metabolome analysis.","Sariyar-Akbulut B, Salman-Dilgimen A, Ceylan S, Perk S, Denizci AA, Kazan D.Preliminary phenotypic characterization of newly isolated halophilic microorganisms by footprinting: a rapid metabolome analysis. Arch Microbiol. 2008 Jan; 189(1):19-26." 
17665194,"Oldiges M, Lütz S, Pflug S, Schroer K, Stein N, Wiendahl C","2007","Sep","Metabolomics: current state and evolving methodologies and tools.","Oldiges M, Lütz S, Pflug S, Schroer K, Stein N, Wiendahl C.Metabolomics: current state and evolving methodologies and tools. Appl Microbiol Biotechnol. 2007 Sep; 76(3):495-511." 
17665876,"Sun G, Yang K, Zhao Z, Guan S, Han X, Gross RW","2007","Sep","Shotgun metabolomics approach for the analysis of negatively charged water-soluble cellular metabolites from mouse heart tissue.","Sun G, Yang K, Zhao Z, Guan S, Han X, Gross RW.Shotgun metabolomics approach for the analysis of negatively charged water-soluble cellular metabolites from mouse heart tissue. Anal Chem. 2007 Sep 1; 79(17):6629-40." 
17666347,"Cho WC","2007","Jul","[Integrated therapy and research progress in molecular therapy for intracranial tumor].","Cho WC.[Integrated therapy and research progress in molecular therapy for intracranial tumor]. Nan Fang Yi Ke Da Xue Xue Bao. 2007 Jul; 27(7):1047-51." 
17684397,"Milner JA","2007","","Nutrition in the 'omics' era.","Milner JA.Nutrition in the 'omics' era. Forum Nutr. 2007; 60:1-24." 
17684403,"Thongboonkerd V","2007","","Proteomics.","Thongboonkerd V.Proteomics. Forum Nutr. 2007; 60:80-90." 
17684415,"Coffey SG","2007","","Prospects for improving the nutritional quality of dairy and meat products.","Coffey SG.Prospects for improving the nutritional quality of dairy and meat products. Forum Nutr. 2007; 60:183-95." 
17684710,"Otero JM, Panagiotou G, Olsson L","2007","","Fueling industrial biotechnology growth with bioethanol.","Otero JM, Panagiotou G, Olsson L.Fueling industrial biotechnology growth with bioethanol. Adv Biochem Eng Biotechnol. 2007; 108:1-40." 
17689798,"Wittmann C, Weber J, Betiku E, Krömer J, Böhm D, Rinas U","2007","Dec","Response of fluxome and metabolome to temperature-induced recombinant protein synthesis in Escherichia coli.","Wittmann C, Weber J, Betiku E, Krömer J, Böhm D, Rinas U.Response of fluxome and metabolome to temperature-induced recombinant protein synthesis in Escherichia coli. J Biotechnol. 2007 Dec 1; 132(4):375-84." 
17691903,"Martin KR","2007","Aug","Using nutrigenomics to evaluate apoptosis as a preemptive target in cancer prevention.","Martin KR.Using nutrigenomics to evaluate apoptosis as a preemptive target in cancer prevention. Curr Cancer Drug Targets. 2007 Aug; 7(5):438-46." 
17691908,"Hursting SD, Lashinger LM, Colbert LH, Rogers CJ, Wheatley KW, Nunez NP, Mahabir S, Barrett JC, Forman MR, Perkins SN","2007","Aug","Energy balance and carcinogenesis: underlying pathways and targets for intervention.","Hursting SD, Lashinger LM, Colbert LH, Rogers CJ, Wheatley KW, Nunez NP, Mahabir S, Barrett JC, Forman MR, Perkins SN.Energy balance and carcinogenesis: underlying pathways and targets for intervention. Curr Cancer Drug Targets. 2007 Aug; 7(5):484-91." 
17691989,"Oksman-Caldentey KM","2007","Aug","Tropane and nicotine alkaloid biosynthesis-novel approaches towards biotechnological production of plant-derived pharmaceuticals.","Oksman-Caldentey KM.Tropane and nicotine alkaloid biosynthesis-novel approaches towards biotechnological production of plant-derived pharmaceuticals. Curr Pharm Biotechnol. 2007 Aug; 8(4):203-10." 
17694513,"Grata E, Boccard J, Glauser G, Carrupt PA, Farmer EE, Wolfender JL, Rudaz S","2007","Sep","Development of a two-step screening ESI-TOF-MS method for rapid determination of significant stress-induced metabolome modifications in plant leaf extracts: the wound response in Arabidopsis thaliana as a case study.","Grata E, Boccard J, Glauser G, Carrupt PA, Farmer EE, Wolfender JL, Rudaz S.Development of a two-step screening ESI-TOF-MS method for rapid determination of significant stress-induced metabolome modifications in plant leaf extracts: the wound response in Arabidopsis thaliana as a case study. J Sep Sci. 2007 Sep; 30(14):2268-78." 
17696462,"Weljie AM, Dowlatabadi R, Miller BJ, Vogel HJ, Jirik FR","2007","Sep","An inflammatory arthritis-associated metabolite biomarker pattern revealed by 1H NMR spectroscopy.","Weljie AM, Dowlatabadi R, Miller BJ, Vogel HJ, Jirik FR.An inflammatory arthritis-associated metabolite biomarker pattern revealed by 1H NMR spectroscopy. J Proteome Res. 2007 Sep; 6(9):3456-64." 
17696804,"Niemann CU, Serkova NJ","2007","Aug","Biochemical mechanisms of nephrotoxicity: application for metabolomics.","Niemann CU, Serkova NJ.Biochemical mechanisms of nephrotoxicity: application for metabolomics. Expert Opin Drug Metab Toxicol. 2007 Aug; 3(4):527-44." 
17697686,"Pierce KM, Hoggard JC, Mohler RE, Synovec RE","2008","Mar","Recent advancements in comprehensive two-dimensional separations with chemometrics.","Pierce KM, Hoggard JC, Mohler RE, Synovec RE.Recent advancements in comprehensive two-dimensional separations with chemometrics. J Chromatogr A. 2008 Mar 14; 1184(1-2):341-52." 
17701204,"Nakamura Y, Kimura A, Saga H, Oikawa A, Shinbo Y, Kai K, Sakurai N, Suzuki H, Kitayama M, Shibata D, Kanaya S, Ohta D","2007","Dec","Differential metabolomics unraveling light/dark regulation of metabolic activities in Arabidopsis cell culture.","Nakamura Y, Kimura A, Saga H, Oikawa A, Shinbo Y, Kai K, Sakurai N, Suzuki H, Kitayama M, Shibata D, Kanaya S, Ohta D.Differential metabolomics unraveling light/dark regulation of metabolic activities in Arabidopsis cell culture. Planta. 2007 Dec; 227(1):57-66." 
17702530,"Slupsky CM, Rankin KN, Wagner J, Fu H, Chang D, Weljie AM, Saude EJ, Lix B, Adamko DJ, Shah S, Greiner R, Sykes BD, Marrie TJ","2007","Sep","Investigations of the effects of gender, diurnal variation, and age in human urinary metabolomic profiles.","Slupsky CM, Rankin KN, Wagner J, Fu H, Chang D, Weljie AM, Saude EJ, Lix B, Adamko DJ, Shah S, Greiner R, Sykes BD, Marrie TJ.Investigations of the effects of gender, diurnal variation, and age in human urinary metabolomic profiles. Anal Chem. 2007 Sep 15; 79(18):6995-7004." 
17707608,"Gu H, Pan Z, Duda C, Mann D, Kissinger C, Rohde C, Raftery D","2007","Sep","1H NMR study of the effects of sample contamination in the metabolomic analysis of mouse urine.","Gu H, Pan Z, Duda C, Mann D, Kissinger C, Rohde C, Raftery D.1H NMR study of the effects of sample contamination in the metabolomic analysis of mouse urine. J Pharm Biomed Anal. 2007 Sep 21; 45(1):134-40." 
17707620,"Bhadauria V, Popescu L, Zhao WS, Peng YL","2007","","Fungal transcriptomics.","Bhadauria V, Popescu L, Zhao WS, Peng YL.Fungal transcriptomics. Microbiol Res. 2007; 162(4):285-98." 
17708639,"Abdel-Farid IB, Kim HK, Choi YH, Verpoorte R","2007","Sep","Metabolic characterization of Brassica rapa leaves by NMR spectroscopy.","Abdel-Farid IB, Kim HK, Choi YH, Verpoorte R.Metabolic characterization of Brassica rapa leaves by NMR spectroscopy. J Agric Food Chem. 2007 Sep 19; 55(19):7936-43." 
17708645,"Matousek J, Kocábek T, Patzak J, Skopek J, Maloukh L, Heyerick A, Fussy Z, Roldán-Ruiz I, Keukeleire DD","2007","Sep","HlMyb3, a putative regulatory factor in hop (Humulus lupulus L.), shows diverse biological effects in heterologous transgenotes.","Matousek J, Kocábek T, Patzak J, Skopek J, Maloukh L, Heyerick A, Fussy Z, Roldán-Ruiz I, Keukeleire DD.HlMyb3, a putative regulatory factor in hop (Humulus lupulus L.), shows diverse biological effects in heterologous transgenotes. J Agric Food Chem. 2007 Sep 19; 55(19):7767-76." 
17708672,"Hegeman AD, Schulte CF, Cui Q, Lewis IA, Huttlin EL, Eghbalnia H, Harms AC, Ulrich EL, Markley JL, Sussman MR","2007","Sep","Stable isotope assisted assignment of elemental compositions for metabolomics.","Hegeman AD, Schulte CF, Cui Q, Lewis IA, Huttlin EL, Eghbalnia H, Harms AC, Ulrich EL, Markley JL, Sussman MR.Stable isotope assisted assignment of elemental compositions for metabolomics. Anal Chem. 2007 Sep 15; 79(18):6912-21." 
17708760,"Faijes M, Mars AE, Smid EJ","2007","Aug","Comparison of quenching and extraction methodologies for metabolome analysis of Lactobacillus plantarum.","Faijes M, Mars AE, Smid EJ.Comparison of quenching and extraction methodologies for metabolome analysis of Lactobacillus plantarum. Microb Cell Fact. 2007 Aug 20; 6:27." 
17712404,"Huang JT, Leweke FM, Tsang TM, Koethe D, Kranaster L, Gerth CW, Gross S, Schreiber D, Ruhrmann S, Schultze-Lutter F, Klosterkötter J, Holmes E, Bahn S","2007","Aug","CSF metabolic and proteomic profiles in patients prodromal for psychosis.","Huang JT, Leweke FM, Tsang TM, Koethe D, Kranaster L, Gerth CW, Gross S, Schreiber D, Ruhrmann S, Schultze-Lutter F, Klosterkötter J, Holmes E, Bahn S.CSF metabolic and proteomic profiles in patients prodromal for psychosis. PLoS One. 2007 Aug 22; 2(8):e756." 
17718537,"Cherney DP, Ekman DR, Dix DJ, Collette TW","2007","Oct","Raman spectroscopy-based metabolomics for differentiating exposures to triazole fungicides using rat urine.","Cherney DP, Ekman DR, Dix DJ, Collette TW.Raman spectroscopy-based metabolomics for differentiating exposures to triazole fungicides using rat urine. Anal Chem. 2007 Oct 1; 79(19):7324-32." 
17721903,"Chen H, Wortmann A, Zenobi R","2007","Sep","Neutral desorption sampling coupled to extractive electrospray ionization mass spectrometry for rapid differentiation of biosamples by metabolomic fingerprinting.","Chen H, Wortmann A, Zenobi R.Neutral desorption sampling coupled to extractive electrospray ionization mass spectrometry for rapid differentiation of biosamples by metabolomic fingerprinting. J Mass Spectrom. 2007 Sep; 42(9):1123-35." 
17723162,"Davis CD, Milner JA","2007","Sep","Biomarkers for diet and cancer prevention research: potentials and challenges.","Davis CD, Milner JA.Biomarkers for diet and cancer prevention research: potentials and challenges. Acta Pharmacol Sin. 2007 Sep; 28(9):1262-73." 
17727617,"Dauwe R, Morreel K, Goeminne G, Gielen B, Rohde A, Van Beeumen J, Ralph J, Boudet AM, Kopka J, Rochange SF, Halpin C, Messens E, Boerjan W","2007","Oct","Molecular phenotyping of lignin-modified tobacco reveals associated changes in cell-wall metabolism, primary metabolism, stress metabolism and photorespiration.","Dauwe R, Morreel K, Goeminne G, Gielen B, Rohde A, Van Beeumen J, Ralph J, Boudet AM, Kopka J, Rochange SF, Halpin C, Messens E, Boerjan W.Molecular phenotyping of lignin-modified tobacco reveals associated changes in cell-wall metabolism, primary metabolism, stress metabolism and photorespiration. Plant J. 2007 Oct; 52(2):263-85." 
17760983,"Vis DJ, Westerhuis JA, Smilde AK, van der Greef J","2007","Aug","Statistical validation of megavariate effects in ASCA.","Vis DJ, Westerhuis JA, Smilde AK, van der Greef J.Statistical validation of megavariate effects in ASCA. BMC Bioinformatics. 2007 Aug 30; 8:322." 
17765195,"van der Werf MJ, Overkamp KM, Muilwijk B, Coulier L, Hankemeier T","2007","Nov","Microbial metabolomics: toward a platform with full metabolome coverage.","van der Werf MJ, Overkamp KM, Muilwijk B, Coulier L, Hankemeier T.Microbial metabolomics: toward a platform with full metabolome coverage. Anal Biochem. 2007 Nov 1; 370(1):17-25." 
17765936,"Reynolds T","2007","Nov-Dec","The evolution of chemosystematics.","Reynolds T.The evolution of chemosystematics. Phytochemistry. 2007 Nov-Dec; 68(22-24):2887-95." 
17786452,"Gwinner W","2007","Oct","Renal transplant rejection markers.","Gwinner W.Renal transplant rejection markers. World J Urol. 2007 Oct; 25(5):445-55." 
