UID,Authors,PubDate(Year),PubDate(Month),Title,Summary
23615477,"Liu R, Peng Y, Li X, Wang Y, Pan E, Guo W, Pu Y, Yin L","2013","Apr","Identification of plasma metabolomic profiling for diagnosis of esophageal squamous-cell carcinoma using an UPLC/TOF/MS platform.","Liu R, Peng Y, Li X, Wang Y, Pan E, Guo W, Pu Y, Yin L.Identification of plasma metabolomic profiling for diagnosis of esophageal squamous-cell carcinoma using an UPLC/TOF/MS platform. Int J Mol Sci. 2013 Apr 24; 14(5):8899-911." 
23688955,"Priori R, Scrivo R, Brandt J, Valerio M, Casadei L, Valesini G, Manetti C","2013","Aug","Metabolomics in rheumatic diseases: the potential of an emerging methodology for improved patient diagnosis, prognosis, and treatment efficacy.","Priori R, Scrivo R, Brandt J, Valerio M, Casadei L, Valesini G, Manetti C.Metabolomics in rheumatic diseases: the potential of an emerging methodology for improved patient diagnosis, prognosis, and treatment efficacy. Autoimmun Rev. 2013 Aug; 12(10):1022-30." 
23749845,"Kleessen S, Klie S, Nikoloski Z","2013","Jun","Data integration through proximity-based networks provides biological principles of organization across scales.","Kleessen S, Klie S, Nikoloski Z.Data integration through proximity-based networks provides biological principles of organization across scales. Plant Cell. 2013 Jun; 25(6):1917-27." 
23766290,"Xia J, Fjell CD, Mayer ML, Pena OM, Wishart DS, Hancock RE","2013","Jul","INMEX--a web-based tool for integrative meta-analysis of expression data.","Xia J, Fjell CD, Mayer ML, Pena OM, Wishart DS, Hancock RE.INMEX--a web-based tool for integrative meta-analysis of expression data. Nucleic Acids Res. 2013 Jul; 41(Web Server issue):W63-70." 
23809357,"Fanos V, Iacovidou N, Puddu M, Ottonello G, Noto A, Atzori L","2013","Jun","Metabolomics in neonatal life.","Fanos V, Iacovidou N, Puddu M, Ottonello G, Noto A, Atzori L.Metabolomics in neonatal life. Early Hum Dev. 2013 Jun; 89 Suppl 1:S7-10." 
23826908,"Xu H, Valenzuela N, Fai S, Figeys D, Bennett SA","2013","Nov","Targeted lipidomics - advances in profiling lysophosphocholine and platelet-activating factor second messengers.","Xu H, Valenzuela N, Fai S, Figeys D, Bennett SA.Targeted lipidomics - advances in profiling lysophosphocholine and platelet-activating factor second messengers. FEBS J. 2013 Nov; 280(22):5652-67." 
23838602,"Menni C, Kastenmüller G, Petersen AK, Bell JT, Psatha M, Tsai PC, Gieger C, Schulz H, Erte I, John S, Brosnan MJ, Wilson SG, Tsaprouni L, Lim EM, Stuckey B, Deloukas P, Mohney R, Suhre K, Spector TD, Valdes AM","2013","Aug","Metabolomic markers reveal novel pathways of ageing and early development in human populations.","Menni C, Kastenmüller G, Petersen AK, Bell JT, Psatha M, Tsai PC, Gieger C, Schulz H, Erte I, John S, Brosnan MJ, Wilson SG, Tsaprouni L, Lim EM, Stuckey B, Deloukas P, Mohney R, Suhre K, Spector TD, Valdes AM.Metabolomic markers reveal novel pathways of ageing and early development in human populations. Int J Epidemiol. 2013 Aug; 42(4):1111-9." 
23891914,"Broccardo CJ, Schauer KL, Kohrt WM, Schwartz RS, Murphy JP, Prenni JE","2013","Sep","Multiplexed analysis of steroid hormones in human serum using novel microflow tile technology and LC-MS/MS.","Broccardo CJ, Schauer KL, Kohrt WM, Schwartz RS, Murphy JP, Prenni JE.Multiplexed analysis of steroid hormones in human serum using novel microflow tile technology and LC-MS/MS. J Chromatogr B Analyt Technol Biomed Life Sci. 2013 Sep 1; 934:16-21." 
23893902,"Ismail NA, Posma JM, Frost G, Holmes E, Garcia-Perez I","2013","Oct","The role of metabonomics as a tool for augmenting nutritional information in epidemiological studies.","Ismail NA, Posma JM, Frost G, Holmes E, Garcia-Perez I.The role of metabonomics as a tool for augmenting nutritional information in epidemiological studies. Electrophoresis. 2013 Oct; 34(19):2776-86." 
23896378,"Abbassi-Ghadi N, Kumar S, Huang J, Goldin R, Takats Z, Hanna GB","2013","Nov","Metabolomic profiling of oesophago-gastric cancer: a systematic review.","Abbassi-Ghadi N, Kumar S, Huang J, Goldin R, Takats Z, Hanna GB.Metabolomic profiling of oesophago-gastric cancer: a systematic review. Eur J Cancer. 2013 Nov; 49(17):3625-37." 
23897772,"Lotz M, Martel-Pelletier J, Christiansen C, Brandi ML, Bruyère O, Chapurlat R, Collette J, Cooper C, Giacovelli G, Kanis JA, Karsdal MA, Kraus V, Lems WF, Meulenbelt I, Pelletier JP, Raynauld JP, Reiter-Niesert S, Rizzoli R, Sandell LJ, Van Spil WE, Reginster JY","2013","Nov","Value of biomarkers in osteoarthritis: current status and perspectives.","Lotz M, Martel-Pelletier J, Christiansen C, Brandi ML, Bruyère O, Chapurlat R, Collette J, Cooper C, Giacovelli G, Kanis JA, Karsdal MA, Kraus V, Lems WF, Meulenbelt I, Pelletier JP, Raynauld JP, Reiter-Niesert S, Rizzoli R, Sandell LJ, Van Spil WE, Reginster JY.Value of biomarkers in osteoarthritis: current status and perspectives. Ann Rheum Dis. 2013 Nov; 72(11):1756-63." 
23916607,"Gika HG, Theodoridis GA, Plumb RS, Wilson ID","2014","Jan","Current practice of liquid chromatography-mass spectrometry in metabolomics and metabonomics.","Gika HG, Theodoridis GA, Plumb RS, Wilson ID.Current practice of liquid chromatography-mass spectrometry in metabolomics and metabonomics. J Pharm Biomed Anal. 2014 Jan; 87:12-25." 
24019856,"Erogbogbo F, May J, Swihart M, Prasad PN, Smart K, Jack SE, Korcyk D, Webster M, Stewart R, Zeng I, Jullig M, Bakeev K, Jamieson M, Kasabov N, Gopalan B, Liang L, Hu R, Schliebs S, Villas-Boas S, Gladding P","2013","","Bioengineering silicon quantum dot theranostics using a network analysis of metabolomic and proteomic data in cardiac ischemia.","Erogbogbo F, May J, Swihart M, Prasad PN, Smart K, Jack SE, Korcyk D, Webster M, Stewart R, Zeng I, Jullig M, Bakeev K, Jamieson M, Kasabov N, Gopalan B, Liang L, Hu R, Schliebs S, Villas-Boas S, Gladding P.Bioengineering silicon quantum dot theranostics using a network analysis of metabolomic and proteomic data in cardiac ischemia. Theranostics. 2013; 3(9):719-28." 
24067932,"Gu P, Chen H","2014","Nov","Modern bioinformatics meets traditional Chinese medicine.","Gu P, Chen H.Modern bioinformatics meets traditional Chinese medicine. Brief Bioinform. 2014 Nov; 15(6):984-1003." 
24082038,"Altmäe S, Esteban FJ, Stavreus-Evers A, Simón C, Giudice L, Lessey BA, Horcajadas JA, Macklon NS, D'Hooghe T, Campoy C, Fauser BC, Salamonsen LA, Salumets A","2014","Jan-Feb","Guidelines for the design, analysis and interpretation of 'omics' data: focus on human endometrium.","Altmäe S, Esteban FJ, Stavreus-Evers A, Simón C, Giudice L, Lessey BA, Horcajadas JA, Macklon NS, D'Hooghe T, Campoy C, Fauser BC, Salamonsen LA, Salumets A.Guidelines for the design, analysis and interpretation of 'omics' data: focus on human endometrium. Hum Reprod Update. 2014 Jan-Feb; 20(1):12-28." 
24096148,"Liesenfeld DB, Habermann N, Owen RW, Scalbert A, Ulrich CM","2013","Dec","Review of mass spectrometry-based metabolomics in cancer research.","Liesenfeld DB, Habermann N, Owen RW, Scalbert A, Ulrich CM.Review of mass spectrometry-based metabolomics in cancer research. Cancer Epidemiol Biomarkers Prev. 2013 Dec; 22(12):2182-201." 
24140137,"Li J, Wang S, Wang M, Shi W, Du X, Sun C","2013","Nov","The toxicity of 3-chloropropane-1,2-dipalmitate in Wistar rats and a metabonomics analysis of rat urine by ultra-performance liquid chromatography-mass spectrometry.","Li J, Wang S, Wang M, Shi W, Du X, Sun C.The toxicity of 3-chloropropane-1,2-dipalmitate in Wistar rats and a metabonomics analysis of rat urine by ultra-performance liquid chromatography-mass spectrometry. Chem Biol Interact. 2013 Nov 25; 206(2):337-45." 
24144790,"Bottcher A, Cesarino I, Santos AB, Vicentini R, Mayer JL, Vanholme R, Morreel K, Goeminne G, Moura JC, Nobile PM, Carmello-Guerreiro SM, Anjos IA, Creste S, Boerjan W, Landell MG, Mazzafera P","2013","Dec","Lignification in sugarcane: biochemical characterization, gene discovery, and expression analysis in two genotypes contrasting for lignin content.","Bottcher A, Cesarino I, Santos AB, Vicentini R, Mayer JL, Vanholme R, Morreel K, Goeminne G, Moura JC, Nobile PM, Carmello-Guerreiro SM, Anjos IA, Creste S, Boerjan W, Landell MG, Mazzafera P.Lignification in sugarcane: biochemical characterization, gene discovery, and expression analysis in two genotypes contrasting for lignin content. Plant Physiol. 2013 Dec; 163(4):1539-57." 
24359531,"Schleidgen S, Klingler C, Bertram T, Rogowski WH, Marckmann G","2013","Dec","What is personalized medicine: sharpening a vague term based on a systematic literature review.","Schleidgen S, Klingler C, Bertram T, Rogowski WH, Marckmann G.What is personalized medicine: sharpening a vague term based on a systematic literature review. BMC Med Ethics. 2013 Dec 21; 14:55." 
24406165,"Bassini A, Cameron LC","2014","Mar","Sportomics: building a new concept in metabolic studies and exercise science.","Bassini A, Cameron LC.Sportomics: building a new concept in metabolic studies and exercise science. Biochem Biophys Res Commun. 2014 Mar 21; 445(4):708-16." 
24408316,"Vergouw CG, Heymans MW, Hardarson T, Sfontouris IA, Economou KA, Ahlström A, Rogberg L, Lainas TG, Sakkas D, Kieslinger DC, Kostelijk EH, Hompes PG, Schats R, Lambalk CB","2014","Mar","No evidence that embryo selection by near-infrared spectroscopy in addition to morphology is able to improve live birth rates: results from an individual patient data meta-analysis.","Vergouw CG, Heymans MW, Hardarson T, Sfontouris IA, Economou KA, Ahlström A, Rogberg L, Lainas TG, Sakkas D, Kieslinger DC, Kostelijk EH, Hompes PG, Schats R, Lambalk CB.No evidence that embryo selection by near-infrared spectroscopy in addition to morphology is able to improve live birth rates: results from an individual patient data meta-analysis. Hum Reprod. 2014 Mar; 29(3):455-61." 
24450922,"Mustroph A, Barding GA Jr, Kaiser KA, Larive CK, Bailey-Serres J","2014","Oct","Characterization of distinct root and shoot responses to low-oxygen stress in Arabidopsis with a focus on primary C- and N-metabolism.","Mustroph A, Barding GA Jr, Kaiser KA, Larive CK, Bailey-Serres J.Characterization of distinct root and shoot responses to low-oxygen stress in Arabidopsis with a focus on primary C- and N-metabolism. Plant Cell Environ. 2014 Oct; 37(10):2366-80." 
24527316,"Gordillo GM, Bernatchez SF, Diegelmann R, Di Pietro LA, Eriksson E, Hinz B, Hopf HW, Kirsner R, Liu P, Parnell LK, Sandusky GE, Sen CK, Tomic-Canic M, Volk SW, Baird A","2013","Feb","Preclinical Models of Wound Healing: Is Man the Model? Proceedings of the Wound Healing Society Symposium.","Gordillo GM, Bernatchez SF, Diegelmann R, Di Pietro LA, Eriksson E, Hinz B, Hopf HW, Kirsner R, Liu P, Parnell LK, Sandusky GE, Sen CK, Tomic-Canic M, Volk SW, Baird A.Preclinical Models of Wound Healing: Is Man the Model? Proceedings of the Wound Healing Society Symposium. Adv Wound Care (New Rochelle). 2013 Feb; 2(1):1-4." 
24565222,"Hu Y, Li J, Yan W, Chen J, Li Y, Hu G, Shen B","2013","","Identifying novel glioma associated pathways based on systems biology level meta-analysis.","Hu Y, Li J, Yan W, Chen J, Li Y, Hu G, Shen B.Identifying novel glioma associated pathways based on systems biology level meta-analysis. BMC Syst Biol. 2013; 7 Suppl 2:S9." 
24586274,"Ives JA, van Wijk EP, Bat N, Crawford C, Walter A, Jonas WB, van Wijk R, van der Greef J","2014","","Ultraweak photon emission as a non-invasive health assessment: a systematic review.","Ives JA, van Wijk EP, Bat N, Crawford C, Walter A, Jonas WB, van Wijk R, van der Greef J.Ultraweak photon emission as a non-invasive health assessment: a systematic review. PLoS One. 2014; 9(2):e87401." 
24586671,"Kaever A, Landesfeind M, Feussner K, Morgenstern B, Feussner I, Meinicke P","2014","","Meta-analysis of pathway enrichment: combining independent and dependent omics data sets.","Kaever A, Landesfeind M, Feussner K, Morgenstern B, Feussner I, Meinicke P.Meta-analysis of pathway enrichment: combining independent and dependent omics data sets. PLoS One. 2014; 9(2):e89297." 
24593159,"Fu Z, Verderame TD, Leighton JM, Sampey BP, Appelbaum ER, Patel PS, Aon JC","2014","Mar","Exometabolome analysis reveals hypoxia at the up-scaling of a Saccharomyces cerevisiae high-cell density fed-batch biopharmaceutical process.","Fu Z, Verderame TD, Leighton JM, Sampey BP, Appelbaum ER, Patel PS, Aon JC.Exometabolome analysis reveals hypoxia at the up-scaling of a Saccharomyces cerevisiae high-cell density fed-batch biopharmaceutical process. Microb Cell Fact. 2014 Mar 5; 13(1):32." 
24606512,"Bassareo PP, Fanos V","2014","","Editorial: cardiovascular drug therapy in paediatric age: from metabolomics to clinical practice.","Bassareo PP, Fanos V.Editorial: cardiovascular drug therapy in paediatric age: from metabolomics to clinical practice. Curr Med Chem. 2014; 21(27):3107." 
24685999,"Morreel K, Saeys Y, Dima O, Lu F, Van de Peer Y, Vanholme R, Ralph J, Vanholme B, Boerjan W","2014","Mar","Systematic structural characterization of metabolites in Arabidopsis via candidate substrate-product pair networks.","Morreel K, Saeys Y, Dima O, Lu F, Van de Peer Y, Vanholme R, Ralph J, Vanholme B, Boerjan W.Systematic structural characterization of metabolites in Arabidopsis via candidate substrate-product pair networks. Plant Cell. 2014 Mar; 26(3):929-45." 
24780461,"Jha JC, Jandeleit-Dahm KA, Cooper ME","2014","May","New insights into the use of biomarkers of diabetic nephropathy.","Jha JC, Jandeleit-Dahm KA, Cooper ME.New insights into the use of biomarkers of diabetic nephropathy. Adv Chronic Kidney Dis. 2014 May; 21(3):318-26." 
24807144,"Nair M, Sandhu SS, Sharma AK","2014","","Prognostic and Predictive Biomarkers in Cancer.","Nair M, Sandhu SS, Sharma AK.Prognostic and Predictive Biomarkers in Cancer. Curr Cancer Drug Targets. 2014; 14(5):477-504." 
24829487,"Allen LH","2014","May","Micronutrient research, programs, and policy: From meta-analyses to metabolomics.","Allen LH.Micronutrient research, programs, and policy: From meta-analyses to metabolomics. Adv Nutr. 2014 May; 5(3):344S-51S." 
24886987,"Chen W, Jiang H, Zhou ZY, Tao YX, Cai B, Liu J, Yang H, Lu CD, Zeng J","2014","May","Is omega-3 fatty acids enriched nutrition support safe for critical ill patients? A systematic review and meta-analysis.","Chen W, Jiang H, Zhou ZY, Tao YX, Cai B, Liu J, Yang H, Lu CD, Zeng J.Is omega-3 fatty acids enriched nutrition support safe for critical ill patients? A systematic review and meta-analysis. Nutrients. 2014 May 30; 6(6):2148-64." 
24949626,"Carazzolle MF, de Carvalho LM, Slepicka HH, Vidal RO, Pereira GA, Kobarg J, Meirelles GV","2014","","IIS--Integrated Interactome System: a web-based platform for the annotation, analysis and visualization of protein-metabolite-gene-drug interactions by integrating a variety of data sources and tools.","Carazzolle MF, de Carvalho LM, Slepicka HH, Vidal RO, Pereira GA, Kobarg J, Meirelles GV.IIS--Integrated Interactome System: a web-based platform for the annotation, analysis and visualization of protein-metabolite-gene-drug interactions by integrating a variety of data sources and tools. PLoS One. 2014; 9(6):e100385." 
24952192,"Andrei V, Ngounou Wetie AG, Mihai I, Darie CC, Vasilescu A","2014","","Detection of biomedically relevant stilbenes from wines by mass spectrometry.","Andrei V, Ngounou Wetie AG, Mihai I, Darie CC, Vasilescu A.Detection of biomedically relevant stilbenes from wines by mass spectrometry. Adv Exp Med Biol. 2014; 806:361-82." 
24957776,"Dromms RA, Styczynski MP","2012","Dec","Systematic applications of metabolomics in metabolic engineering.","Dromms RA, Styczynski MP.Systematic applications of metabolomics in metabolic engineering. Metabolites. 2012 Dec 14; 2(4):1090-122." 
25113456,"Gago J, Douthe C, Florez-Sarasa I, Escalona JM, Galmes J, Fernie AR, Flexas J, Medrano H","2014","Sep","Opportunities for improving leaf water use efficiency under climate change conditions.","Gago J, Douthe C, Florez-Sarasa I, Escalona JM, Galmes J, Fernie AR, Flexas J, Medrano H.Opportunities for improving leaf water use efficiency under climate change conditions. Plant Sci. 2014 Sep; 226:108-19." 
25157598,"Wang Y, Kora G, Bowen BP, Pan C","2014","Oct","MIDAS: a database-searching algorithm for metabolite identification in metabolomics.","Wang Y, Kora G, Bowen BP, Pan C.MIDAS: a database-searching algorithm for metabolite identification in metabolomics. Anal Chem. 2014 Oct 7; 86(19):9496-503." 
25193282,"Huynh J, Xiong G, Bentley-Lewis R","2014","Dec","A systematic review of metabolite profiling in gestational diabetes mellitus.","Huynh J, Xiong G, Bentley-Lewis R.A systematic review of metabolite profiling in gestational diabetes mellitus. Diabetologia. 2014 Dec; 57(12):2453-64." 
25263576,"Ma Y, Kind T, Yang D, Leon C, Fiehn O","2014","Nov","MS2Analyzer: A software for small molecule substructure annotations from accurate tandem mass spectra.","Ma Y, Kind T, Yang D, Leon C, Fiehn O.MS2Analyzer: A software for small molecule substructure annotations from accurate tandem mass spectra. Anal Chem. 2014 Nov 4; 86(21):10724-31." 
25309560,"Joseph B, Atwell S, Corwin JA, Li B, Kliebenstein DJ","2014","","Meta-analysis of metabolome QTLs in Arabidopsis: trying to estimate the network size controlling genetic variation of the metabolome.","Joseph B, Atwell S, Corwin JA, Li B, Kliebenstein DJ.Meta-analysis of metabolome QTLs in Arabidopsis: trying to estimate the network size controlling genetic variation of the metabolome. Front Plant Sci. 2014; 5:461." 
25347823,"Wang J, Yang J, Mao S, Chai X, Hu Y, Hou X, Tang Y, Bi C, Li X","2014","","MitProNet: A knowledgebase and analysis platform of proteome, interactome and diseases for mammalian mitochondria.","Wang J, Yang J, Mao S, Chai X, Hu Y, Hou X, Tang Y, Bi C, Li X.MitProNet: A knowledgebase and analysis platform of proteome, interactome and diseases for mammalian mitochondria. PLoS One. 2014; 9(10):e111187." 
25352325,"Avigan MI, Bjornsson ES, Pasanen M, Cooper C, Andrade RJ, Watkins PB, Lewis JH, Merz M","2014","Nov","Liver safety assessment: required data elements and best practices for data collection and standardization in clinical trials.","Avigan MI, Bjornsson ES, Pasanen M, Cooper C, Andrade RJ, Watkins PB, Lewis JH, Merz M.Liver safety assessment: required data elements and best practices for data collection and standardization in clinical trials. Drug Saf. 2014 Nov; 37 Suppl 1:S19-31." 
25394891,"van Mastrigt E, de Jongste JC, Pijnenburg MW","2015","Jul","The analysis of volatile organic compounds in exhaled breath and biomarkers in exhaled breath condensate in children - clinical tools or scientific toys?","van Mastrigt E, de Jongste JC, Pijnenburg MW.The analysis of volatile organic compounds in exhaled breath and biomarkers in exhaled breath condensate in children - clinical tools or scientific toys? Clin Exp Allergy. 2015 Jul; 45(7):1170-88." 
25449450,"Pereira A, Maraschin M","2015","Feb","Banana (Musa spp) from peel to pulp: ethnopharmacology, source of bioactive compounds and its relevance for human health.","Pereira A, Maraschin M.Banana (Musa spp) from peel to pulp: ethnopharmacology, source of bioactive compounds and its relevance for human health. J Ethnopharmacol. 2015 Feb 3; 160:149-63." 
25523187,"Kurada S, Alkhouri N, Fiocchi C, Dweik R, Rieder F","2015","Feb","Review article: breath analysis in inflammatory bowel diseases.","Kurada S, Alkhouri N, Fiocchi C, Dweik R, Rieder F.Review article: breath analysis in inflammatory bowel diseases. Aliment Pharmacol Ther. 2015 Feb; 41(4):329-41." 
25526869,"Go YM, Walker DI, Soltow QA, Uppal K, Wachtman LM, Strobel FH, Pennell K, Promislow DE, Jones DP","2015","Mar","Metabolome-wide association study of phenylalanine in plasma of common marmosets.","Go YM, Walker DI, Soltow QA, Uppal K, Wachtman LM, Strobel FH, Pennell K, Promislow DE, Jones DP.Metabolome-wide association study of phenylalanine in plasma of common marmosets. Amino Acids. 2015 Mar; 47(3):589-601." 
25530742,"Patti GJ, Tautenhahn R, Johannsen D, Kalisiak E, Ravussin E, Brüning JC, Dillin A, Siuzdak G","2014","Aug","Meta-analysis of global metabolomic data identifies metabolites associated with life-span extension.","Patti GJ, Tautenhahn R, Johannsen D, Kalisiak E, Ravussin E, Brüning JC, Dillin A, Siuzdak G.Meta-analysis of global metabolomic data identifies metabolites associated with life-span extension. Metabolomics. 2014 Aug 1; 10(4):737-743." 
25599550,"Tsou CC, Avtonomov D, Larsen B, Tucholska M, Choi H, Gingras AC, Nesvizhskii AI","2015","Mar","DIA-Umpire: comprehensive computational framework for data-independent acquisition proteomics.","Tsou CC, Avtonomov D, Larsen B, Tucholska M, Choi H, Gingras AC, Nesvizhskii AI.DIA-Umpire: comprehensive computational framework for data-independent acquisition proteomics. Nat Methods. 2015 Mar; 12(3):258-64, 7 p following 264." 
25612639,"Panczyk M","2013","","[Nutrigenetics and nutrigenomics - application of omics technologies in optimization of human nutrition].","Panczyk M.[Nutrigenetics and nutrigenomics - application of omics technologies in optimization of human nutrition]. Pediatr Endocrinol Diabetes Metab. 2013; 19(2):70-7." 
25618269,"Banoei MM, Donnelly SJ, Mickiewicz B, Weljie A, Vogel HJ, Winston BW","2014","Dec","Metabolomics in critical care medicine: a new approach to biomarker discovery.","Banoei MM, Donnelly SJ, Mickiewicz B, Weljie A, Vogel HJ, Winston BW.Metabolomics in critical care medicine: a new approach to biomarker discovery. Clin Invest Med. 2014 Dec 1; 37(6):E363-76." 
25726910,"Hofmann T, Samsonov SA, Pichert A, Lemmnitzer K, Schiller J, Huster D, Pisabarro MT, von Bergen M, Kalkhof S","2015","Nov","Structural analysis of the interleukin-8/glycosaminoglycan interactions by amide hydrogen/deuterium exchange mass spectrometry.","Hofmann T, Samsonov SA, Pichert A, Lemmnitzer K, Schiller J, Huster D, Pisabarro MT, von Bergen M, Kalkhof S.Structural analysis of the interleukin-8/glycosaminoglycan interactions by amide hydrogen/deuterium exchange mass spectrometry. Methods. 2015 Nov 1; 89:45-53." 
25736245,"Yin P, Lehmann R, Xu G","2015","Jul","Effects of pre-analytical processes on blood samples used in metabolomics studies.","Yin P, Lehmann R, Xu G.Effects of pre-analytical processes on blood samples used in metabolomics studies. Anal Bioanal Chem. 2015 Jul; 407(17):4879-92." 
25912211,"Zhao C, Gu D, Nambou K, Wei L, Chen J, Imanaka T, Hua Q","2015","Jul","Metabolome analysis and pathway abundance profiling of Yarrowia lipolytica cultivated on different carbon sources.","Zhao C, Gu D, Nambou K, Wei L, Chen J, Imanaka T, Hua Q.Metabolome analysis and pathway abundance profiling of Yarrowia lipolytica cultivated on different carbon sources. J Biotechnol. 2015 Jul 20; 206:42-51." 
25991473,"Cohen AA","2016","Feb","Complex systems dynamics in aging: new evidence, continuing questions.","Cohen AA.Complex systems dynamics in aging: new evidence, continuing questions. Biogerontology. 2016 Feb; 17(1):205-20." 
25992513,"Acestor N, Goett J, Lee A, Herrick TM, Engelbrecht SM, Harner-Jay CM, Howell BJ, Weigl BH","2016","Jan","Towards biomarker-based tests that can facilitate decisions about prevention and management of preeclampsia in low-resource settings.","Acestor N, Goett J, Lee A, Herrick TM, Engelbrecht SM, Harner-Jay CM, Howell BJ, Weigl BH.Towards biomarker-based tests that can facilitate decisions about prevention and management of preeclampsia in low-resource settings. Clin Chem Lab Med. 2016 Jan; 54(1):17-27." 
26011307,"Simpson HL, Campbell BJ","2015","Jul","Review article: dietary fibre-microbiota interactions.","Simpson HL, Campbell BJ.Review article: dietary fibre-microbiota interactions. Aliment Pharmacol Ther. 2015 Jul; 42(2):158-79." 
26023932,"Li SJ, Jiang H, Yang H, Chen W, Peng J, Sun MW, Lu CD, Peng X, Zeng J","2015","","The dilemma of heterogeneity tests in meta-analysis: a challenge from a simulation study.","Li SJ, Jiang H, Yang H, Chen W, Peng J, Sun MW, Lu CD, Peng X, Zeng J.The dilemma of heterogeneity tests in meta-analysis: a challenge from a simulation study. PLoS One. 2015; 10(5):e0127538." 
26059437,"Stoll G, Bindea G, Mlecnik B, Galon J, Zitvogel L, Kroemer G","2015","May","Meta-analysis of organ-specific differences in the structure of the immune infiltrate in major malignancies.","Stoll G, Bindea G, Mlecnik B, Galon J, Zitvogel L, Kroemer G.Meta-analysis of organ-specific differences in the structure of the immune infiltrate in major malignancies. Oncotarget. 2015 May 20; 6(14):11894-909." 
26065716,"Thiruvengadam N, Park WG","2015","Jun","Systematic Review of Pancreatic Cyst Fluid Biomarkers: The Path Forward.","Thiruvengadam N, Park WG.Systematic Review of Pancreatic Cyst Fluid Biomarkers: The Path Forward. Clin Transl Gastroenterol. 2015 Jun 11; 6:e88." 
26068415,"Draisma HHM, Pool R, Kobl M, Jansen R, Petersen AK, Vaarhorst AAM, Yet I, Haller T, Demirkan A, Esko T, Zhu G, Böhringer S, Beekman M, van Klinken JB, Römisch-Margl W, Prehn C, Adamski J, de Craen AJM, van Leeuwen EM, Amin N, Dharuri H, Westra HJ, Franke L, de Geus EJC, Hottenga JJ, Willemsen G, Henders AK, Montgomery GW, Nyholt DR, Whitfield JB, Penninx BW, Spector TD, Metspalu A, Slagboom PE, van Dijk KW, 't Hoen PAC, Strauch K, Martin NG, van Ommen GB, Illig T, Bell JT, Mangino M, Suhre K, McCarthy MI, Gieger C, Isaacs A, van Duijn CM, Boomsma DI","2015","Jun","Genome-wide association study identifies novel genetic variants contributing to variation in blood metabolite levels.","Draisma HHM, Pool R, Kobl M, Jansen R, Petersen AK, Vaarhorst AAM, Yet I, Haller T, Demirkan A, Esko T, Zhu G, Böhringer S, Beekman M, van Klinken JB, Römisch-Margl W, Prehn C, Adamski J, de Craen AJM, van Leeuwen EM, Amin N, Dharuri H, Westra HJ, Franke L, de Geus EJC, Hottenga JJ, Willemsen G, Henders AK, Montgomery GW, Nyholt DR, Whitfield JB, Penninx BW, Spector TD, Metspalu A, Slagboom PE, van Dijk KW, 't Hoen PAC, Strauch K, Martin NG, van Ommen GB, Illig T, Bell JT, Mangino M, Suhre K, McCarthy MI, Gieger C, Isaacs A, van Duijn CM, Boomsma DI.Genome-wide association study identifies novel genetic variants contributing to variation in blood metabolite levels. Nat Commun. 2015 Jun 12; 6:7208." 
26088811,"Thévenot EA, Roux A, Xu Y, Ezan E, Junot C","2015","Aug","Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses.","Thévenot EA, Roux A, Xu Y, Ezan E, Junot C.Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses. J Proteome Res. 2015 Aug 7; 14(8):3322-35." 
26095472,"Canuto GA, da Cruz PL, Faccio AT, Klassen A, Tavares MF","2015","Jun","Neglected diseases prioritized in Brazil under the perspective of metabolomics: A review.","Canuto GA, da Cruz PL, Faccio AT, Klassen A, Tavares MF.Neglected diseases prioritized in Brazil under the perspective of metabolomics: A review. Electrophoresis. 2015 Jun 10; " 
26148483,"Dos Santos CC","2015","Jul","Shedding metabo'light' on the search for sepsis biomarkers.","Dos Santos CC.Shedding metabo'light' on the search for sepsis biomarkers. Crit Care. 2015 Jul 7; 19:277." 
26177360,"Friesen JB, McAlpine JB, Chen SN, Pauli GF","2015","Jul","Countercurrent Separation of Natural Products: An Update.","Friesen JB, McAlpine JB, Chen SN, Pauli GF.Countercurrent Separation of Natural Products: An Update. J Nat Prod. 2015 Jul 24; 78(7):1765-96." 
26184603,"Mohsin M, Ahmad A, Iqbal M","2015","Oct","FRET-based genetically-encoded sensors for quantitative monitoring of metabolites.","Mohsin M, Ahmad A, Iqbal M.FRET-based genetically-encoded sensors for quantitative monitoring of metabolites. Biotechnol Lett. 2015 Oct; 37(10):1919-28." 
26253264,"Zhang Y, Zhang S, Wang G","2015","Nov-Dec","Metabolomic biomarkers in diabetic kidney diseases--A systematic review.","Zhang Y, Zhang S, Wang G.Metabolomic biomarkers in diabetic kidney diseases--A systematic review. J Diabetes Complications. 2015 Nov-Dec; 29(8):1345-51." 
26269925,"Wolahan SM, Hirt D, Glenn TC","2015","","Translational Metabolomics of Head Injury: Exploring Dysfunctional Cerebral Metabolism with Ex Vivo NMR Spectroscopy-Based Metabolite Quantification","Wolahan SM, Hirt D, Glenn TC.Translational Metabolomics of Head Injury: Exploring Dysfunctional Cerebral Metabolism with Ex Vivo NMR Spectroscopy-Based Metabolite Quantification 2015; " 
